慈悲为怀,P1
慈善,P1
慈祥,P1
瓷实,P1
刺眼,P1
聪慧,P1
聪敏,P1
聪明,P1
聪明过人,P1
聪明绝顶,P1
聪明伶俐,P1
聪悟,P1
聪颖,P1
葱葱,P1
葱茂,P1
葱郁,P1
葱茏,P1
从宽,P1
从轻,P1
从权,P1
从实,P1
从始至终,P1
从头到底,P1
从头到尾,P1
从头至尾,P1
从一而终,P1
粗放,P1
粗豪,P1
粗实,P1
粗中有细,P1
粗壮,P1
粗犷,P1
簇新,P1
催人奋进,P1
脆亮,P1
脆美,P1
脆生,P1
脆响,P1
粹白,P1
错落有致,P1
达观,P1
打心底里,P1
打心眼儿里,P1
打心眼里,P1
打眼,P1
大慈大悲,P1
大大方方,P1
大胆,P1
大胆泼辣,P1
大度,P1
大而全,P1
大方,P1
大功率,P1
大公无私,P1
大好,P1
大红大紫,P1
大吉,P1
大吉大利,P1
大量,P1
大名鼎鼎,P1
大无畏,P1
大有文章,P1
大有希望,P1
大有益处,P1
大有作为,P1
大有裨益,P1
带劲,P1
带修辞色彩,P1
单纯,P1
单刀直入,P1
单一,P1
胆大,P1
淡泊,P1
淡泊明志,P1
淡泊名利,P1
淡雅,P1
弹性,P1
当红,P1
当面,P1
当仁不让,P1
当心,P1
当众,P1
到家,P1
道不拾遗,P1
道道地地,P1
道地,P1
得当,P1
得法,P1
得力,P1
得势,P1
得体,P1
得天独厚,P1
得心应手,P1
得宜,P1
灯火辉煌,P1
灯火通明,P1
登峰造极,P1
等内,P1
低调,P1
低价,P1
低价位,P1
低廉,P1
低首下心,P1
滴水不漏,P1
滴水穿石,P1
地道,P1
地地道道,P1
地动山摇,P1
地覆天翻,P1
第一流,P1
典型,P1
典型性,P1
典雅,P1
调和,P1
调谐,P1
跌荡,P1
跌宕,P1
叠翠,P1
秾艳,P1
丁是丁，卯是卯,P1
顶刮刮,P1
顶级,P1
顶尖,P1
顶事,P1
顶数,P1
顶天立地,P1
顶用,P1
顶呱呱,P1
鼎鼎大名,P1
懂礼,P1
懂事,P1
懂行,P1
动平衡,P1
动人,P1
动人心魄,P1
动人心弦,P1
动态各异,P1
动态平衡,P1
动听,P1
斗胆,P1
豆腐心,P1
逗人,P1
独出心裁,P1
独到,P1
独具慧眼,P1
独具匠心,P1
独具特色,P1
独具只眼,P1
度量大,P1
端端正正,P1
端方,P1
端静,P1
端丽,P1
端平,P1
端秀,P1
端雅,P1
端整,P1
端正,P1
端直,P1
端重,P1
端庄,P1
短平快,P1
短小精悍,P1
断然,P1
对称,P1
对号,P1
对劲儿,P1
对头,P1
对味儿,P1
墩墩实实,P1
敦敦实实,P1
敦厚,P1
敦实,P1
多才多艺,P1
多彩,P1
多快好省,P1
多劳多得,P1
多情,P1
多情善感,P1
多姿,P1
多姿多采,P1
夺目,P1
扼要,P1
恩爱,P1
恩恩爱爱,P1
耳聪目明,P1
耳熟,P1
耳熟能详,P1
耳闻目睹,P1
尔雅,P1
二话不说,P1
二话没说,P1
发人深省,P1
发人深思,P1
发育完全,P1
发自肺腑,P1
发噱,P1
法定,P1
翻天覆地,P1
繁花似锦,P1
繁华,P1
繁茂,P1
繁荣富强,P1
繁盛,P1
芳香,P1
方便,P1
方方正正,P1
方正,P1
放之四海而皆准,P1
菲菲,P1
非常耐久,P1
非常热心,P1
非同小可,P1
飞快,P1
肥美,P1
肥沃,P1
匪夷所思,P1
芬芳,P1
芬芳袭人,P1
芬芳馥郁,P1
芬香,P1
分秒必争,P1
分明,P1
分文不取,P1
分析纯,P1
奋勇,P1
丰茂,P1
丰美,P1
丰饶,P1
丰润,P1
丰实,P1
丰沃,P1
丰裕,P1
丰姿绰约,P1
丰腴,P1
锋快,P1
锋利,P1
风度翩翩,P1
风发,P1
风风光光,P1
风风火火,P1
风光,P1
风光如画,P1
风光旖旎,P1
风华正茂,P1
风景如画,P1
风流,P1
风流倜傥,P1
风靡,P1
风平浪静,P1
风起云涌,P1
风趣,P1
风行,P1
风雅,P1
风雨无阻,P1
风姿绰约,P1
奉公守法,P1
凤毛麟角,P1
扶疏,P1
服服帖帖,P1
服帖,P1
福如东海,P1
负责,P1
富贵,P1
富甲一方,P1
富可敌国,P1
富丽,P1
富丽堂皇,P1
富饶,P1
富实,P1
富庶,P1
富有,P1
富有成果,P1
富有成效,P1
富有弹性,P1
富裕,P1
富足,P1
妇孺皆知,P1
盖了帽,P1
盖帽,P1
干脆,P1
干脆利落,P1
干干净净,P1
干净,P1
干净利落,P1
干练,P1
甘醇,P1
甘美,P1
甘美多汁,P1
甘甜,P1
甘味,P1
甘之如饴,P1
肝胆过人,P1
感人,P1
刚刚,P1
刚好,P1
刚健,P1
刚劲,P1
刚劲有力,P1
刚强,P1
刚毅,P1
刚硬,P1
刚正,P1
刚正不阿,P1
刚直,P1
刚直不阿,P1
钢铁,P1
纲领性,P1
高标号,P1
高标准,P1
高层,P1
高超,P1
高纯,P1
高大,P1
高档,P1
高档化,P1
高等,P1
高等级,P1
高端,P1
高风峻节,P1
高风亮节,P1
高高手儿,P1
高贵,P1
高级,P1
高级化,P1
高洁,P1
高精度,P1
高精尖,P1
高妙,P1
高明,P1
高强,P1
高强度,P1
高人一等,P1
高山流水,P1
高尚,P1
高深,P1
高深莫测,P1
高屋建瓴,P1
高效,P1
高效能,P1
高效益,P1
高新,P1
高性能,P1
高雅,P1
高雅简朴,P1
高瞻远瞩,P1
高质量,P1
高姿态,P1
膏腴,P1
革命,P1
革命性,P1
个性鲜明,P1
各得其所,P1
根本,P1
根深蒂固,P1
根深柢固,P1
跟脚,P1
更优越,P1
耿耿,P1
耿介,P1
耿介不阿,P1
耿直,P1
梗直,P1
工工整整,P1
工巧,P1
工稳,P1
工细,P1
工整,P1
工致,P1
功不可没,P1
功德无量,P1
恭恭敬敬,P1
恭谨,P1
恭敬,P1
恭顺,P1
公道,P1
公而忘私,P1
公开,P1
公平,P1
公平正直,P1
公然,P1
公允,P1
公正,P1
公正客观,P1
巩固,P1
勾魂,P1
勾魂摄魄,P1
够格,P1
够水平,P1
够味儿,P1
够意思,P1
鼓舞人心,P1
古道热肠,P1
古朴,P1
古色古香,P1
古香古色,P1
骨鲠,P1
固定,P1
固若金汤,P1
乖觉,P1
乖巧,P1
关键,P1
关键性,P1
管教好,P1
管事,P1
管事儿,P1
管用,P1
光彩,P1
光彩夺目,P1
光彩照人,P1
光彩炫目,P1
光灿,P1
光灿灿,P1
光风霁月,P1
光滑,P1
光滑滑,P1
光辉,P1
光辉灿烂,P1
光洁,P1
光可鉴人,P1
光亮,P1
光亮亮,P1
光溜,P1
光溜溜,P1
光芒万丈,P1
光明,P1
光明磊落,P1
光明正大,P1
光荣,P1
光润,P1
光闪闪,P1
光鲜,P1
光艳,P1
光耀,P1
广远,P1
瑰丽,P1
瑰伟,P1
瑰玮,P1
规范,P1
鬼斧神工,P1
贵重,P1
滚瓜烂熟,P1
国色天香,P1
国泰民安,P1
国优,P1
果断,P1
果敢,P1
果决,P1
过得硬,P1
过谦,P1
过细,P1
过硬,P1
海枯石烂,P1
憨厚,P1
憨实,P1
憨直,P1
含情,P1
含情脉脉,P1
含蓄,P1
含义明确,P1
涵蓄,P1
豪放,P1
豪放不羁,P1
豪华,P1
豪华型,P1
豪迈,P1
豪爽,P1
豪壮,P1
豪宕,P1
毫不动摇,P1
毫不费力,P1
毫不利己,P1
毫不畏惧,P1
毫不犹豫,P1
毫发不差,P1
毫发不爽,P1
毫发无损,P1
毫厘不差,P1
毫厘不爽,P1
毫无保留地,P1
毫无错误,P1
毫无问题,P1
毫无疑义,P1
好办,P1
好吃,P1
好端端,P1
好过,P1
好好,P1
好看,P1
好客,P1
好上加好,P1
好声好气,P1
好生生,P1
好使,P1
好受,P1
好说话,P1
好说话儿,P1
好听,P1
好玩,P1
好玩儿,P1
好笑,P1
好心,P1
好心肠,P1
好心好意,P1
好用,P1
浩大,P1
浩荡,P1
浩然,P1
核心,P1
和蔼,P1
和蔼可亲,P1
和畅,P1
和风细雨,P1
和和睦睦,P1
和和气气,P1
和缓,P1
和睦,P1
和平,P1
和气,P1
和洽,P1
和软,P1
和善,P1
和声,P1
和顺,P1
和婉,P1
和祥,P1
和谐,P1
和颜悦色,P1
和易,P1
和悦,P1
合当,P1
合度,P1
合法,P1
合格,P1
合乎逻辑,P1
合口,P1
合口味,P1
合理,P1
合拍,P1
合情合理,P1
合情理,P1
合群,P1
合时,P1
合适,P1
合胃口,P1
合宜,P1
赫赫,P1
赫赫有名,P1
赫然,P1
鹤发童颜,P1
鹤立鸡群,P1
黑白分明,P1
很有抱负,P1
很有意义,P1
狠狠,P1
恒定,P1
恒量,P1
哄闹,P1
宏大,P1
宏富,P1
宏丽,P1
宏赡,P1
宏伟,P1
弘大,P1
红得发紫,P1
红红火火,P1
红火,P1
红旗,P1
红色,P1
猴儿精,P1
厚道,P1
后生可畏,P1
呼之欲出,P1
虎背熊腰,P1
虎虎生气,P1
花繁叶茂,P1
花好月圆,P1
花气袭人,P1
花容玉貌,P1
花容月貌,P1
花哨,P1
花团锦簇,P1
花香鸟语,P1
花样翻新,P1
花枝招展,P1
华贵,P1
华丽,P1
华美,P1
滑不唧溜,P1
滑稽,P1
滑溜,P1
滑溜溜,P1
滑腻,P1
滑润,P1
滑爽,P1
滑天下之大稽,P1
划时代,P1
划一,P1
划一不二,P1
欢蹦乱跳,P1
欢洽,P1
欢实,P1
黄熟,P1
煌煌,P1
晃眼,P1
辉煌,P1
回味无穷,P1
慧眼独具,P1
绘声绘色,P1
绘声绘影,P1
绘影绘声,P1
婚生,P1
浑厚,P1
浑金璞玉,P1
浑朴,P1
浑然,P1
浑然一体,P1
浑身是胆,P1
浑俗和光,P1
豁达,P1
豁达大度,P1
豁亮,P1
豁然,P1
活便,P1
活泛,P1
活灵活现,P1
活络,P1
活泼,P1
活生生,P1
活跃,P1
火暴,P1
火爆,P1
货真价实,P1
基本,P1
基部,P1
基础,P1
基础性,P1
基础扎实,P1
机动,P1
机警,P1
机灵,P1
机敏,P1
机巧,P1
机智,P1
积极,P1
激动人心,P1
激进,P1
鸡犬不惊,P1
吉利,P1
吉庆,P1
吉祥,P1
吉祥如意,P1
吉星高照,P1
极好,P1
极其流行,P1
极神圣,P1
及格,P1
急公好义,P1
急进,P1
技高一筹,P1
济事,P1
寂静,P1
寂然,P1
记实,P1
既定,P1
既往不咎,P1
佳丽,P1
家给人足,P1
家喻户晓,P1
加意,P1
甲等,P1
甲级,P1
价值连城,P1
价值千金,P1
驾轻就熟,P1
坚不可摧,P1
坚持不懈,P1
坚持不渝,P1
坚定,P1
坚定不移,P1
坚固,P1
坚固耐用,P1
坚决,P1
坚强,P1
坚强不屈,P1
坚忍,P1
坚忍不拔,P1
坚韧,P1
坚韧不拔,P1
坚如磐石,P1
坚实,P1
坚挺,P1
坚毅,P1
坚贞,P1
坚贞不屈,P1
坚贞不渝,P1
尖端,P1
尖利,P1
尖锐,P1
简便,P1
简便易行,P1
简单,P1
简单化,P1
简单明了,P1
简单易行,P1
简短,P1
简洁,P1
简括,P1
简练,P1
简略,P1
简明,P1
简明扼要,P1
简朴,P1
简要,P1
简易,P1
简约,P1
俭朴,P1
俭省,P1
贱价,P1
见多识广,P1
见机,P1
见所未见,P1
见微知萌,P1
见微知著,P1
健步,P1
健康,P1
健康美,P1
健朗,P1
健美,P1
健全,P1
健实,P1
健硕,P1
健旺,P1
健壮,P1
建设性,P1
奖罚分明,P1
讲究,P1
讲理,P1
讲礼貌,P1
匠心独具,P1
娇滴滴,P1
娇好,P1
娇丽,P1
娇美,P1
娇媚,P1
娇柔,P1
娇艳,P1
娇娆,P1
矫健,P1
矫捷,P1
脚踏实地,P1
较真,P1
较真儿,P1
叫真,P1
叫真儿,P1
节俭,P1
节节,P1
节省,P1
节约,P1
杰出,P1
竭诚,P1
洁净,P1
结结实实,P1
结实,P1
结实粗壮,P1
筋道,P1
金碧辉煌,P1
金壁辉煌,P1
金不换,P1
金灿灿,P1
金城汤池,P1
金风送爽,P1
金贵,P1
金晃晃,P1
金闪闪,P1
金玉,P1
金玉满堂,P1
紧凑,P1
紧紧,P1
紧要,P1
锦簇花团,P1
锦绣,P1
谨慎,P1
谨严,P1
谨言慎行,P1
谨饬,P1
进步,P1
近便,P1
尽可能,P1
尽人皆知,P1
尽如人意,P1
尽善尽美,P1
尽心,P1
尽心竭力,P1
尽心尽力,P1
兢兢业业,P1
晶莹,P1
晶莹剔透,P1
精辟,P1
精采,P1
精彩,P1
精彩纷呈,P1
精诚,P1
精粹,P1
精打细算,P1
精当,P1
精到,P1
精雕细刻,P1
精干,P1
精光,P1
精悍,P1
精精神神,P1
精力充沛,P1
精练,P1
精良,P1
精灵,P1
精美,P1
精密,P1
精妙,P1
精明,P1
精明强干,P1
精巧,P1
精确,P1
精深,P1
精神,P1
精神百倍,P1
精神饱满,P1
精神抖擞,P1
精神焕发,P1
精神十足,P1
精神矍铄,P1
精卫填海,P1
精细,P1
精心,P1
精选,P1
精湛,P1
精致,P1
精制,P1
精壮,P1
精准,P1
经常性,P1
经济,P1
经济宽裕,P1
经久耐用,P1
经心,P1
经验丰富,P1
经意,P1
经用,P1
井井有条,P1
井然,P1
井然有序,P1
景气,P1
景色优美,P1
静寂,P1
静穆,P1
静悄,P1
静悄悄,P1
静态,P1
静幽幽,P1
静谧,P1
炯炯,P1
炯炯有神,P1
究其实,P1
久经考验,P1
拘谨,P1
居高临下,P1
举止大方,P1
举止端庄,P1
举止文雅,P1
举足轻重,P1
据实,P1
具有历史意义,P1
具有吸引力,P1
具有压倒性优势,P1
俱佳,P1
娟娟,P1
娟秀,P1
决定,P1
决定性,P1
决绝,P1
决然,P1
绝好,P1
绝佳,P1
绝了,P1
绝妙,P1
绝色,P1
均等,P1
均衡,P1
均一,P1
均匀,P1
俊丽,P1
俊美,P1
俊俏,P1
俊秀,P1
开诚布公,P1
开阔,P1
开朗,P1
开门见山,P1
开明,P1
开通,P1
开拓型,P1
慨然,P1
堪称第一,P1
堪称一绝,P1
康健,P1
康乐,P1
康泰,P1
慷慨,P1
考究,P1
靠得住,P1
科学,P1
可爱,P1
可歌可泣,P1
可观,P1
可贵,P1
可嘉,P1
可敬,P1
可靠,P1
可口,P1
可乐,P1
可能,P1
可亲,P1
可圈可点,P1
可塑,P1
可统一,P1
可喜,P1
可笑,P1
可心,P1
可信,P1
可信赖,P1
可信任,P1
可以信赖,P1
可意,P1
刻苦,P1
刻意,P1
客观,P1
客观上,P1
客气,P1
肯定,P1
肯干,P1
恳切,P1
恳挚,P1
空灵,P1
空前,P1
空前绝后,P1
口紧,P1
扣人心弦,P1
苦口婆心,P1
苦苦,P1
苦心,P1
苦心孤诣,P1
快刀斩乱麻,P1
快捷,P1
快人快语,P1
宽大,P1
宽洪,P1
宽宏,P1
宽宏大量,P1
宽厚,P1
宽怀,P1
宽容,P1
宽松,P1
款洽,P1
狂放,P1
狂乱,P1
狂热,P1
旷达,P1
来得,P1
来劲,P1
来者不拒,P1
烂漫,P1
烂熟,P1
劳苦功高,P1
牢固,P1
牢靠,P1
牢牢,P1
牢稳,P1
老成,P1
老成练达,P1
老诚,P1
老当益壮,P1
老到,P1
老而弥坚,P1
老辣,P1
老老实实,P1
老练,P1
老马识途,P1
老谋深算,P1
老牌,P1
老实,P1
老于世故,P1
乐观,P1
乐融融,P1
乐善好施,P1
乐天,P1
雷打不动,P1
磊落,P1
理所当然,P1
理想,P1
理想化,P1
理性,P1
理智,P1
礼节性,P1
礼貌,P1
礼貌性,P1
历历,P1
历历可数,P1
历史性,P1
利齿,P1
利害攸关,P1
利口,P1
利落,P1
利索,P1
利他,P1
利嘴,P1
力透纸背,P1
廉价,P1
廉洁,P1
廉洁奉公,P1
廉明,P1
练达,P1
良好,P1
良善,P1
良性,P1
两袖清风,P1
亮光光,P1
亮晃晃,P1
亮晶晶,P1
亮丽,P1
亮亮堂堂,P1
亮闪闪,P1
亮堂,P1
亮堂堂,P1
亮锃锃,P1
了当,P1
了然,P1
料事如神,P1
琳琅满目,P1
淋漓,P1
淋漓尽致,P1
玲珑,P1
玲珑剔透,P1
伶俐,P1
灵便,P1
灵光,P1
灵活,P1
灵活机动,P1
灵捷,P1
灵快,P1
灵敏,P1
灵巧,P1
灵透,P1
灵秀,P1
灵验,P1
令人大开眼界,P1
令人高兴,P1
令人鼓舞,P1
令人满意,P1
令人钦佩,P1
令人神往,P1
令人羡慕,P1
令人信服,P1
令人瞩目,P1
溜光,P1
溜光水滑,P1
溜滑,P1
留心,P1
流畅,P1
流芳百世,P1
流芳后世,P1
流芳千古,P1
流利,P1
流行,P1
龙飞凤舞,P1
龙腾虎跃,P1
隆重,P1
炉火纯青,P1
露骨,P1
路不拾遗,P1
路人皆知,P1
履险如夷,P1
率真,P1
率直,P1
绿色,P1
锣鼓喧天,P1
落落大方,P1
落拓不羁,P1
麻利,P1
麻麻亮,P1
脉脉,P1
脉脉含情,P1
满口,P1
满腔热忱,P1
满腔热情,P1
满腔热血,P1
满园春色,P1
曼妙,P1
慢条斯理,P1
莽莽,P1
茂密,P1
茂盛,P1
冒尖,P1
没错儿,P1
没的说,P1
没分开,P1
没弄脏,P1
没说的,P1
没有搀杂,P1
没有负担,P1
没有说的,P1
没有拖累,P1
没有阻碍,P1
眉清目秀,P1
美不胜收,P1
美观,P1
美丽,P1
美轮美奂,P1
美满,P1
美貌,P1
美妙,P1
美味,P1
美味可口,P1
媚人,P1
迷人,P1
弥足珍贵,P1
密切,P1
绵和,P1
绵密,P1
绵甜,P1
免费,P1
免票,P1
面善,P1
面熟,P1
妙不可言,P1
妙趣横生,P1
民主,P1
敏慧,P1
敏捷,P1
敏锐,P1
敏悟,P1
明白,P1
明白了当,P1
明白无误,P1
明摆着,P1
明灿灿,P1
明畅,P1
明澈,P1
明处,P1
明窗净几,P1
明达,P1
明晃晃,P1
明慧,P1
明火执仗,P1
明净,P1
明快,P1
明快生动,P1
明朗,P1
明朗朗,P1
明理,P1
明丽,P1
明亮,P1
明亮亮,P1
明了,P1
明码,P1
明媚,P1
明面,P1
明面上,P1
明明,P1
明明白白,P1
明目张胆,P1
明确,P1
明人不做暗事,P1
明文,P1
明晰,P1
明细,P1
明显,P1
明艳,P1
明智,P1
明睿,P1
名不虚传,P1
名垂千古,P1
名垂青史,P1
名副其实,P1
名贵,P1
名牌,P1
名声大,P1
名声大振,P1
名实相符,P1
名特优,P1
名特优新,P1
名誉,P1
名正言顺,P1
摩登,P1
莫测高深,P1
目光炯炯,P1
目光如炬,P1
目光远大,P1
目光灼灼,P1
目无全牛,P1
拿手,P1
耐穿,P1
耐久,P1
耐人寻味,P1
耐用,P1
难能可贵,P1
内敛,P1
内向,P1
内向型,P1
内行,P1
内秀,P1
能动,P1
能干,P1
蔫不出溜,P1
蔫不溜,P1
蔫不悄儿,P1
蔫不声,P1
蔫不唧儿,P1
年富力强,P1
年高德劭,P1
鸟语花香,P1
凝神,P1
凝重,P1
宁静,P1
浓丽,P1
浓香,P1
浓艳,P1
怕事,P1
排场,P1
排列有序,P1
排列整齐,P1
判断正确,P1
配得上,P1
喷喷香,P1
喷香,P1
蓬勃,P1
蓬勃向上,P1
蓬蓬勃勃,P1
蓬茸,P1
披肝沥胆,P1
披沥,P1
芃芃,P1
皮实,P1
偏偏,P1
偏要,P1
飘洒,P1
飘逸,P1
漂亮,P1
品学兼优,P1
平安,P1
平安无事,P1
平板,P1
平等,P1
平等地,P1
平等互利,P1
平和,P1
平衡,P1
平滑,P1
平缓,P1
平静,P1
平平安安,P1
平平静静,P1
平实,P1
平坦,P1
平稳,P1
平心静气,P1
平易,P1
平易近人,P1
平允,P1
平展,P1
平整,P1
评价颇高,P1
屏气凝神,P1
屏声息气,P1
屏息静气,P1
泼悍,P1
泼辣,P1
颇为重要,P1
破釜沉舟,P1
朴厚,P1
朴茂,P1
朴实,P1
朴实无华,P1
朴素,P1
朴直,P1
朴质,P1
朴拙,P1
其乐融融,P1
其乐无穷,P1
其实,P1
奇货可居,P1
奇妙,P1
奇巧,P1
齐备,P1
齐楚,P1
齐全,P1
齐刷刷,P1
齐整,P1
旗帜鲜明,P1
起眼儿,P1
器宇不凡,P1
器宇轩昂,P1
气冲霄汉,P1
气度不凡,P1
气度恢宏,P1
气概不凡,P1
气贯长虹,P1
气派,P1
气魄,P1
气吞山河,P1
气象万千,P1
气宇轩昂,P1
恰当,P1
恰到好处,P1
恰如其分,P1
千方百计,P1
千娇百媚,P1
千依百顺,P1
千真万确,P1
千姿百态,P1
谦卑,P1
谦诚,P1
谦恭,P1
谦和,P1
谦顺,P1
谦虚,P1
谦虚谨慎,P1
谦逊,P1
前程似锦,P1
前程万里,P1
前所未见,P1
前所未闻,P1
前所未有,P1
前卫,P1
前无古人,P1
潜心,P1
浅近,P1
浅显,P1
浅易,P1
强大,P1
强固,P1
强悍,P1
强健,P1
强势,P1
强硬,P1
强有力,P1
强壮,P1
强壮有力,P1
抢眼,P1
悄没声,P1
悄悄,P1
悄然,P1
悄声,P1
巧夺天工,P1
巧妙,P1
俏丽,P1
俏美,P1
俏皮,P1
切身,P1
切题,P1
亲切,P1
亲切友好,P1
亲善,P1
亲昵,P1
勤奋,P1
勤恳,P1
勤快,P1
勤劳,P1
勤勉,P1
勤勤恳恳,P1
沁人心脾,P1
沁入肺腑,P1
轻薄透明,P1
轻车熟路,P1
轻而易举,P1
轻健,P1
轻捷,P1
轻快,P1
轻灵,P1
轻悄悄,P1
轻巧,P1
轻轻,P1
轻轻地,P1
轻轻松松,P1
轻柔,P1
轻手轻脚,P1
轻松,P1
轻易,P1
轻盈,P1
轻悠悠,P1
倾国倾城,P1
倾情,P1
倾心,P1
清白,P1
清彻,P1
清澈,P1
清澈见底,P1
清楚,P1
清醇,P1
清纯,P1
清脆,P1
清淡,P1
清洁,P1
清洁卫生,P1
清静,P1
清净,P1
清口,P1
清朗,P1
清丽,P1
清廉,P1
清亮,P1
清亮亮,P1
清凌凌,P1
清明,P1
清平,P1
清切,P1
清通,P1
清婉,P1
清晰,P1
清晰可辨,P1
清晰明了,P1
清香,P1
清新,P1
清新淡雅,P1
清醒,P1
清秀,P1
清雅,P1
清一色,P1
清幽,P1
清幽幽,P1
清越,P1
清湛,P1
清真,P1
清正,P1
清馨,P1
情文并茂,P1
情意恳挚,P1
情真意切,P1
秋毫无犯,P1
求实,P1
求真务实,P1
求之不得,P1
曲线美,P1
趣味盎然,P1
权变,P1
权威性,P1
权宜,P1
全能,P1
全身心,P1
全神贯注,P1
全始全终,P1
全新,P1
